# CATH_ID	S35_REPS	DOMAINS	NAME
3.100.10.20	5	84	CRISPR-associated endonuclease Cas1, N-terminal domain
4.10.6.10	1	1	Fusion Protein Of Alpha-na,k-atpase With Glutathione S-transferase; Domain 3
4.10.8.20	1	4	DNA/RNA polymerases
4.10.10.10	1	3	Metallothionein Isoform II
4.10.20.10	1	6	Tat domain
4.10.40.10	3	10	
4.10.40.20	5	18	
4.10.40.30	1	1	CART, C-terminal domain
4.10.40.50	1	1	
4.10.40.60	1	1	
4.10.40.80	1	2	
4.10.49.10	2	97	Cytochrome c oxidase subunit VIIc
4.10.51.10	1	95	Cytochrome C Oxidase, chain K
4.10.60.10	9	36	Zinc finger, CCHC-type
4.10.60.20	1	2	
4.10.60.30	1	6	Nanos, RNA-binding domain
4.10.70.10	4	54	Disintegrin domain
4.10.70.30	1	1	
4.10.75.10	3	27	Elafin-like
4.10.75.20	1	1	
4.10.80.10	2	72	Picornavirus coat protein VP4
4.10.80.20	1	25	DNA polymerase; domain 5
4.10.80.30	4	31	DNA polymerase; domain 6
4.10.80.40	4	109	succinate dehydrogenase protein domain
4.10.80.70	1	2	
4.10.80.100	1	1	
4.10.80.110	1	1	
4.10.80.120	1	1	
4.10.80.150	1	1	
4.10.80.160	1	2	
4.10.80.170	1	1	
4.10.80.180	1	3	
4.10.80.270	1	1	
4.10.80.280	1	1	
4.10.80.300	1	2	
4.10.80.340	1	1	
4.10.80.370	1	16	
4.10.80.380	1	1	
4.10.80.390	1	1	
4.10.80.400	1	2	
4.10.80.410	1	2	Alkaline phosphatase, crown domain, central beta-sheet
4.10.81.10	1	95	Cytochrome c oxidase, subunit 8
4.10.81.20	1	1	KCNMB2, ball/chain domain
4.10.87.10	2	12	mRNA Capping Enzyme; domain 3
4.10.90.10	3	19	Capsid protein VP4 superfamily, Picornavirus
4.10.91.10	1	95	Cytochrome c oxidase, subunit VIIa
4.10.91.20	2	92	
4.10.92.10	1	1	Aminolevulinic Acid Synthase 2
4.10.93.10	1	95	Mitochondrial cytochrome c oxidase subunit VIc/VIIs
4.10.95.10	2	95	Cytochrome c oxidase, subunit VIa
4.10.110.10	5	45	Spasmolytic Protein, domain 1
4.10.110.20	1	1	Variant surface glycoprotein MITAT 1.2, VSG 221, C-terminal domain
4.10.140.10	2	43	Thrombin light chain domain
4.10.160.10	3	37	Methanol dehydrogenase, beta subunit
4.10.170.10	6	128	p53-like tetramerisation domain
4.10.180.10	2	4	
4.10.180.60	1	1	
4.10.210.10	1	2	Transactivator Protein (TAT, TAT EIAVY)
4.10.220.20	4	104	Light-harvesting complex
4.10.220.40	1	4	Delta antigen, N-terminal
4.10.220.110	1	11	
4.10.230.10	1	4	Amyloidogenic glycoprotein, amyloid-beta peptide
4.10.240.10	9	35	Zn(2)-C6 fungal-type DNA-binding domain
4.10.240.20	1	1	
4.10.240.30	1	1	
4.10.260.10	5	65	Transducin (heterotrimeric G protein), gamma chain
4.10.260.20	1	2	Iron hydrogenase, small subunit
4.10.260.30	1	1	Apolipoprotein C-I
4.10.270.10	1	11	Myosin, subunit A
4.10.280.10	20	98	Helix-loop-helix DNA-binding domain
4.10.280.20	1	1	membrane protein stannin
4.10.280.30	1	8	Bcr-Abl oncoprotein oligomerisation domain
4.10.280.50	2	50	
4.10.280.80	1	7	
4.10.280.110	1	1	Pre-mRNA processing factor 4 domain
4.10.290.10	1	1	Bacteriorhodopsin Fragment
4.10.320.10	7	44	E3-binding domain
4.10.320.30	1	2	
4.10.320.40	1	10	
4.10.320.60	1	1	
4.10.340.10	1	2	Interleukin-10, domain 2
4.10.365.10	1	1	p27
4.10.372.10	2	42	Lipoxygenase-1; Domain 3
4.10.375.10	2	42	Lipoxygenase-1; Domain 2
4.10.400.10	9	27	Low-density Lipoprotein Receptor
4.10.400.20	2	3	
4.10.410.10	23	354	Pancreatic trypsin inhibitor Kunitz domain
4.10.410.20	2	47	
4.10.410.40	1	1	
4.10.410.50	1	2	
4.10.410.60	2	173	
4.10.420.10	1	4	Smk Toxin, alpha chain
4.10.430.10	3	4	Histone-like protein H-NS, C-terminal domain
4.10.430.20	1	3	
4.10.430.30	1	1	
4.10.450.10	2	22	Glucose Oxidase, domain 2
4.10.460.10	1	1	Inositol Polyphosphate 1-phosphatase, domain 1
4.10.470.10	18	313	Ricin (A Subunit), domain 2
4.10.470.20	2	4	
4.10.480.10	3	208	Cytochrome-c3 hydrogenase, C-terminal domain
4.10.490.10	4	35	High potential iron-sulphur protein
4.10.490.20	1	3	
4.10.510.10	1	17	Pyruvoyl-Dependent Histidine Decarboxylas, subunit A
4.10.520.10	8	89	IHF-like DNA-binding proteins
4.10.530.10	3	261	Gamma-fibrinogen Carboxyl Terminal Fragment, domain 2
4.10.540.10	2	136	Photosynthetic reaction centre, H subunit, N-terminal domain
4.10.640.10	4	338	Ribosomal protein S18
4.10.640.20	1	1	
4.10.640.30	1	2	
4.10.640.40	1	2	Cytoplasmic polyadenylation element-binding protein, ZZ domain
4.10.650.10	2	5	Metallothionein domain superfamily, yeast
4.10.670.10	1	1	Cholecystokinin A receptor, N-terminal domain
4.10.680.10	1	1	Cdc42-like binding domain
4.10.690.10	1	1	Cricket Paralysis Virus, Vp4; Chain D
4.10.710.10	1	1	Hepatitis C Virus Capsid Protein; Chain A
4.10.720.10	1	1	Smad anchor for receptor activation, Smad-binding domain
4.10.740.10	2	5	Coagulation Factor IX
4.10.760.10	2	5	Agouti domain
4.10.770.10	1	1	Signal Protein Aml-1b; Chain A, domain 3
4.10.780.10	1	20	Pyruvate-flavodoxin oxidoreductase, EKR domain
4.10.790.10	1	20	Pyruvate-ferredoxin Oxidoreductase; domain 7
4.10.800.10	4	10	Thyroglobulin type-1
4.10.800.20	1	1	
4.10.800.30	1	1	ERCC4, Mus81-Eme1 complex, nuclease domain, subdomain 2
4.10.810.10	2	3	Virus Scaffolding Protein; Chain A
4.10.820.10	1	8	Translocated intimin receptor, central domain
4.10.830.10	2	336	30s Ribosomal Protein S14; Chain N
4.10.830.30	1	2	Ribosomal protein L31
4.10.830.40	1	1	
4.10.840.10	1	1	Rhodopsin, N-terminal domain
4.10.860.10	6	16	UVR domain
4.10.860.20	3	24	Rabenosyn, Rab binding domain
4.10.860.120	1	5	RNA polymerase II, clamp domain
4.10.860.130	1	2	
4.10.870.10	1	34	Endo-1,4-beta-glucanase f.  Domain 3
4.10.880.10	2	2	Poliovirus 3D polymerase  Domain 1 (Nucleotidyltransferase)
4.10.890.10	1	2	HIV 1 nef anchor domain
4.10.900.10	3	7	TCF3-CBD (Catenin binding domain)
4.10.910.10	4	350	30s ribosomal protein s13, domain 2
4.10.940.10	1	4	Quinohemoprotein amine dehydrogenase, gamma subunit structural domain
4.10.950.10	2	251	Ribosomal protein L2, domain 3
4.10.960.10	1	119	Ribosomal protein L3, domain 3
4.10.970.10	1	10	Ku70, bridge and pillars
4.10.990.10	1	66	
4.10.1000.10	2	4	Zinc finger, CCCH-type
4.10.1000.30	1	2	
4.10.1000.40	3	7	
4.10.1010.10	1	1	Apical membrane antigen 1
4.10.1030.10	1	2	Ring Box Chain A; domain 5
4.10.1040.10	1	1	DM DNA-binding domain
4.10.1050.10	1	1	At2g23090-like
4.10.1060.10	2	3	Zinc finger, RanBP2-type
4.10.1060.50	1	53	
4.10.1070.10	1	1	receptor-binding domain of the bacteriophage t4 short tail fibre, domain 2
4.10.1080.10	1	1	TSP type-3 repeat
4.10.1090.10	4	27	Endosialidase, domain 4
4.10.1100.10	1	3	Transcription factor, SBP-box domain
4.10.1110.10	3	6	AN1-like Zinc finger
4.10.1120.10	1	1	Retinal cGMP phosphodiesterase, gamma subunit
4.10.1130.10	1	1	btk motif of tyrosine-protein kinase itk
4.10.1130.20	1	1	
4.10.1140.10	1	1	membrane-bound form of the juxtamembrane domain of the epidermal growth factor receptor like domain
4.10.1150.10	1	2	AF2212/PG0164-like
4.10.1170.10	1	3	MAP kinase activated protein kinase 2
4.10.1180.10	1	35	tm1086 domain
4.10.1190.10	1	4	Chlorophyll A-B binding protein
4.10.1200.10	2	6	nitrate reductase tail
4.10.1210.10	1	1	Atu1913-like
4.10.1220.10	1	1	EGF-type module
4.10.1230.10	1	2	Ecotin, trypsin inhibitor
4.10.1240.10	10	46	GPCR, family 2, extracellular hormone receptor domain
4.10.1240.30	1	11	
4.10.1240.40	1	2	
4.10.1240.50	1	1	
4.10.1250.10	3	24	Aminomethyltransferase  fragment
4.10.1260.10	2	2	Scaffolding protein gpD of bacteriophage procapsid
4.10.1270.10	1	127	homoprotocatechuate 2,3-dioxygenase domains
4.10.1280.10	1	3	Clostridium neurotoxins
4.10.1290.10	2	2	Tumor necrosis factor receptor superfamily
4.10.1300.10	1	1	Dinoflagellate luciferase
4.10.1310.10	1	1	Dinoflagellate luciferase repeat 
4.10.1330.10	1	2	non globular Virulence effector SptP domain
6.10.10.10	1	1	Flagellar export chaperone, C-terminal domain
6.10.10.20	1	4	
6.10.10.30	1	8	Catalase hpii, N-terminal domain-like
6.10.10.40	1	10	Catechol 1,2-dioxygenase multimerisation domain-like
6.10.10.50	1	5	Mre11, C-terminal domain-like
6.10.10.60	1	23	
6.10.10.70	1	2	RTT106-like
6.10.10.80	1	3	Small, acid-soluble spore protein, alpha/beta type-like
6.10.10.90	1	2	
6.10.10.100	1	3	
6.10.10.110	1	3	
6.10.10.120	1	2	Antitoxin ParD1-like
6.10.10.130	1	4	
6.10.10.140	1	18	
6.10.20.10	1	2	Lysine tRNA ligase, stem contact fold domain
6.10.20.20	1	2	Poliovirus 3A protein-like
6.10.20.30	1	2	
6.10.20.40	1	1	TEA/ATTS domain
6.10.20.50	1	2	
6.10.20.60	1	1	PHD finger protein 12
6.10.20.70	1	1	
6.10.20.80	1	1	
6.10.20.90	1	33	Hk620 tailspike protein, N-terminal domain-like
6.10.20.100	1	6	
6.10.20.110	1	50	
6.10.20.120	1	1	
6.10.20.130	1	3	
6.10.20.140	1	19	50S ribosomal protein L1; Chain A, Domain 1
6.10.20.150	1	4	
6.10.20.160	1	2	
6.10.20.170	1	2	
6.10.20.180	1	2	
6.10.30.10	1	4	
6.10.30.20	1	4	Cdc4 dimerisation domain-like
6.10.30.30	1	4	
6.10.30.40	1	3	
6.10.30.50	2	4	
6.10.40.10	1	2	
6.10.50.10	1	3	
6.10.50.20	1	1	
6.10.60.10	1	21	
6.10.70.10	1	1	
6.10.80.10	1	8	Hexameric tyrosine-coordinated heme protein (HTHP)
6.10.80.20	1	1	
6.10.90.10	1	1	Apolipoprotein CIII
6.10.100.10	1	3	Reoviridae VP9, N-terminal domain
6.10.110.10	1	1	
6.10.120.10	1	2	Bacterial aspartate aminotransferase, helical domain
6.10.130.10	1	1	Ubiquitin-protein ligase E3A, N-terminal zinc-binding domain (AZUL)
6.10.130.20	1	7	
6.10.130.30	1	26	
6.10.130.40	1	1	
6.10.140.10	1	5	
6.10.140.20	1	1	Nuclear receptor coactivator, Ncoa-type, interlocking domain
6.10.140.30	1	5	Anti-sigma-28 factor FlgM
6.10.140.40	1	4	
6.10.140.50	1	2	
6.10.140.60	1	1	
6.10.140.70	1	2	
6.10.140.80	1	1	
6.10.140.90	1	6	
6.10.140.100	1	1	
6.10.140.110	1	3	
6.10.140.120	1	54	
6.10.140.130	1	1	
6.10.140.140	1	1	
6.10.140.150	1	5	
6.10.140.160	1	3	
6.10.140.170	1	1	
6.10.140.180	1	2	
6.10.140.190	1	1	
6.10.140.200	1	3	
6.10.140.210	1	1	
6.10.140.220	1	1	
6.10.140.230	1	4	
6.10.140.240	1	8	
6.10.140.250	1	2	
6.10.140.260	1	2	
6.10.140.270	1	2	
6.10.140.280	1	2	
6.10.140.290	1	2	
6.10.140.300	1	30	
6.10.140.310	1	1	
6.10.140.320	1	4	
6.10.140.330	1	4	
6.10.140.340	1	3	
6.10.140.350	1	1	
6.10.140.360	1	5	
6.10.140.370	1	1	
6.10.140.380	1	3	
6.10.140.390	1	1	
6.10.140.400	1	4	
6.10.140.410	1	1	
6.10.140.420	1	1	
6.10.140.430	1	2	
6.10.140.440	1	26	
6.10.140.450	1	26	
6.10.140.460	1	1	
6.10.140.470	1	1	
6.10.140.480	1	1	
6.10.140.490	1	2	
6.10.140.500	1	1	
6.10.140.510	1	2	
6.10.140.520	1	1	
6.10.140.530	1	1	
6.10.140.540	1	1	
6.10.140.550	1	39	
6.10.140.560	1	2	
6.10.140.570	1	8	
6.10.140.580	1	1	
6.10.140.590	1	3	
6.10.140.600	1	3	
6.10.140.610	1	4	
6.10.140.620	1	1	
6.10.140.630	1	21	
6.10.140.640	1	4	
6.10.140.650	1	1	
6.10.140.660	1	2	
6.10.140.670	1	1	
6.10.140.680	1	13	
6.10.140.690	1	2	
6.10.140.700	1	1	
6.10.140.710	1	1	
6.10.140.720	1	4	
6.10.140.730	1	24	
6.10.140.740	1	11	
6.10.140.750	1	10	
6.10.140.760	1	1	
6.10.140.770	1	3	
6.10.140.780	1	2	
6.10.140.790	1	1	
6.10.140.800	1	14	
6.10.140.810	1	6	
6.10.140.820	1	6	
6.10.140.830	1	6	
6.10.140.840	1	1	
6.10.140.850	1	1	
6.10.140.860	1	1	
6.10.140.870	1	1	
6.10.140.880	1	1	
6.10.140.890	1	2	
6.10.140.900	1	4	
6.10.140.910	1	2	
6.10.140.920	1	2	
6.10.140.930	1	10	
6.10.140.940	1	41	
6.10.140.950	1	2	
6.10.140.960	1	6	
6.10.140.970	1	1	
6.10.140.980	1	1	
6.10.140.990	1	1	
6.10.140.1000	1	2	
6.10.140.1010	1	6	
6.10.140.1020	1	2	
6.10.140.1030	1	5	
6.10.140.1040	1	18	
6.10.140.1050	1	2	
6.10.140.1060	1	3	
6.10.140.1070	1	2	
6.10.140.1080	1	4	
6.10.140.1090	1	4	
6.10.140.1100	1	1	
6.10.140.1110	1	8	
6.10.140.1120	1	1	
6.10.140.1130	1	12	
6.10.140.1140	1	1	
6.10.140.1150	1	4	
6.10.140.1160	1	2	
6.10.140.1170	1	4	
6.10.140.1180	1	1	
6.10.140.1190	1	1	
6.10.140.1200	1	1	
6.10.140.1210	1	1	
6.10.140.1220	1	4	
6.10.140.1230	1	4	
6.10.140.1240	1	10	
6.10.140.1250	1	2	
6.10.140.1260	1	1	
6.10.140.1270	1	1	
6.10.140.1280	1	1	
6.10.140.1290	1	1	
6.10.140.1300	1	4	
6.10.140.1310	1	1	
6.10.140.1320	1	1	
6.10.140.1330	1	1	
6.10.140.1340	1	2	
6.10.140.1350	1	22	
6.10.140.1360	1	23	
6.10.140.1370	1	23	
6.10.140.1380	1	1	
6.10.140.1390	1	12	
6.10.140.1400	1	21	
6.10.140.1410	1	15	
6.10.140.1420	1	26	
6.10.140.1430	1	1	
6.10.140.1440	1	4	
6.10.140.1450	1	2	
6.10.140.1460	1	9	
6.10.140.1470	1	8	
6.10.140.1480	1	1	
6.10.140.1490	1	1	
6.10.140.1500	1	4	
6.10.140.1510	1	3	
6.10.140.1520	1	4	
6.10.140.1530	1	2	
6.10.140.1540	1	1	
6.10.140.1550	1	1	
6.10.140.1560	1	1	
6.10.140.1570	1	4	
6.10.140.1580	1	2	
6.10.140.1590	1	1	
6.10.140.1600	1	4	
6.10.140.1610	1	1	
6.10.140.1620	1	2	
6.10.140.1630	1	1	
6.10.140.1640	1	4	
6.10.140.1650	1	4	
6.10.140.1660	1	2	
6.10.140.1670	1	15	
6.10.140.1680	1	2	
6.10.140.1690	1	2	
6.10.140.1700	1	7	
6.10.140.1710	1	5	
6.10.140.1720	1	2	
6.10.140.1730	1	4	
6.10.140.1740	1	6	
6.10.140.1750	1	2	
6.10.140.1760	1	4	
6.10.140.1770	1	2	
6.10.140.1780	1	9	
6.10.140.1790	1	2	
6.10.140.1800	1	4	
6.10.140.1810	1	1	
6.10.140.1820	1	2	
6.10.140.1830	1	2	
6.10.140.1840	1	1	
6.10.140.1850	1	4	
6.10.140.1860	1	3	
6.10.140.1870	1	1	
6.10.140.1880	1	15	
6.10.140.1890	1	2	
6.10.140.1900	1	2	
6.10.140.1910	1	1	
6.10.140.1920	1	3	
6.10.140.1930	1	8	
6.10.140.1940	1	2	
6.10.140.1950	1	5	
6.10.140.1960	1	160	
6.10.140.1970	1	3	
6.10.140.1980	1	1	
6.10.140.1990	1	2	
6.10.140.2000	1	9	
6.10.140.2010	1	3	
6.10.140.2020	1	1	
6.10.140.2030	1	8	
6.10.140.2040	1	3	
6.10.140.2050	1	4	
6.10.140.2060	1	4	
6.10.140.2070	1	2	
6.10.140.2080	1	4	
6.10.140.2090	1	2	
6.10.140.2100	1	6	
6.10.140.2110	1	6	
6.10.140.2120	1	1	
6.10.140.2130	1	2	
6.10.140.2140	1	2	
6.10.140.2150	2	15	
6.10.140.2160	2	50	
6.10.140.2170	1	1	
6.10.140.2180	1	2	
6.10.140.2190	2	78	
6.10.140.2200	2	2	
6.10.140.2210	1	1	
6.10.140.2220	3	25	
6.10.140.2230	1	4	
6.10.150.10	1	2	
6.10.160.10	1	1	
6.10.160.20	1	1	
6.10.170.10	1	6	
6.10.180.10	1	2	Antitoxin ParD
6.10.180.20	1	2	
6.10.180.30	1	2	
6.10.190.10	1	3	
6.10.200.10	1	1	Regulatory phage protein Cox
6.10.210.10	1	1	
6.10.220.10	1	2	
6.10.230.10	1	1	
6.10.240.10	1	32	
6.10.250.10	1	10	
6.10.250.20	1	1	AF1437-like
6.10.250.30	1	3	Capz alpha-1 subunit
6.10.250.40	1	3	
6.10.250.50	1	4	
6.10.250.60	1	1	
6.10.250.70	1	3	
6.10.250.80	1	3	
6.10.250.90	1	4	
6.10.250.100	1	4	
6.10.250.110	1	7	
6.10.250.120	1	1	
6.10.250.130	1	5	
6.10.250.140	1	4	
6.10.250.150	1	1	
6.10.250.160	1	2	
6.10.250.170	1	4	
6.10.250.180	1	2	
6.10.250.190	1	3	
6.10.250.200	1	6	
6.10.250.210	1	1	
6.10.250.220	1	4	
6.10.250.230	1	6	
6.10.250.240	1	9	
6.10.250.250	1	2	
6.10.250.260	1	4	
6.10.250.270	1	2	
6.10.250.280	1	1	
6.10.250.290	1	3	
6.10.250.300	1	3	
6.10.250.310	1	2	
6.10.250.320	1	1	
6.10.250.330	1	15	
6.10.250.340	1	1	
6.10.250.350	1	4	
6.10.250.360	1	4	
6.10.250.370	1	8	
6.10.250.380	1	1	
6.10.250.390	1	1	
6.10.250.400	1	1	
6.10.250.410	1	3	
6.10.250.420	1	9	
6.10.250.430	1	1	
6.10.250.440	1	2	
6.10.250.450	1	1	
6.10.250.460	1	1	
6.10.250.470	1	2	
6.10.250.480	1	1	
6.10.250.490	1	2	
6.10.250.500	1	2	
6.10.250.510	1	1	
6.10.250.520	1	2	
6.10.250.530	1	1	
6.10.250.540	1	1	
6.10.250.550	1	8	
6.10.250.560	1	2	
6.10.250.570	1	3	
6.10.250.580	1	2	
6.10.250.590	1	2	
6.10.250.600	1	17	
6.10.250.610	1	1	
6.10.250.620	1	7	
6.10.250.630	1	8	
6.10.250.640	1	1	
6.10.250.650	1	2	
6.10.250.660	1	6	
6.10.250.670	1	1	
6.10.250.680	1	4	
6.10.250.690	1	1	
6.10.250.700	1	4	
6.10.250.710	1	6	
6.10.250.720	1	11	
6.10.250.730	1	1	
6.10.250.740	1	1	
6.10.250.750	1	1	
6.10.250.760	1	1	
6.10.250.770	1	2	
6.10.250.780	1	8	
6.10.250.790	1	2	
6.10.250.800	1	1	
6.10.250.810	1	2	
6.10.250.820	1	2	
6.10.250.830	1	1	
6.10.250.840	1	2	
6.10.250.850	1	2	
6.10.250.860	1	4	
6.10.250.870	1	5	
6.10.250.880	1	2	
6.10.250.890	1	2	
6.10.250.900	1	1	
6.10.250.910	1	1	
6.10.250.920	1	1	
6.10.250.930	1	1	
6.10.250.940	1	7	
6.10.250.950	1	10	
6.10.250.960	1	6	
6.10.250.970	1	4	
6.10.250.980	1	2	
6.10.250.990	1	1	
6.10.250.1000	1	1	
6.10.250.1010	1	4	
6.10.250.1020	1	2	
6.10.250.1030	1	1	
6.10.250.1040	1	1	
6.10.250.1050	1	4	
6.10.250.1060	1	2	
6.10.250.1070	1	2	
6.10.250.1080	1	4	
6.10.250.1090	1	3	
6.10.250.1100	1	1	
6.10.250.1110	1	1	
6.10.250.1120	1	8	
6.10.250.1130	1	3	
6.10.250.1140	1	1	
6.10.250.1150	1	1	
6.10.250.1160	1	5	
6.10.250.1170	1	22	
6.10.250.1180	1	6	
6.10.250.1190	1	14	
6.10.250.1200	1	1	
6.10.250.1210	1	1	
6.10.250.1220	1	3	
6.10.250.1230	1	4	
6.10.250.1240	1	4	
6.10.250.1250	1	1	
6.10.250.1260	1	4	
6.10.250.1270	1	19	
6.10.250.1280	1	2	
6.10.250.1290	1	2	
6.10.250.1300	1	4	
6.10.250.1310	1	4	
6.10.250.1320	1	3	
6.10.250.1330	1	1	
6.10.250.1340	1	2	
6.10.250.1350	1	12	
6.10.250.1360	1	1	
6.10.250.1370	1	10	
6.10.250.1380	1	10	
6.10.250.1390	1	1	
6.10.250.1400	1	10	
6.10.250.1410	1	1	
6.10.250.1420	1	1	
6.10.250.1430	1	11	
6.10.250.1440	1	8	
6.10.250.1450	1	14	
6.10.250.1460	1	1	
6.10.250.1470	1	1	
6.10.250.1480	1	1	
6.10.250.1490	1	6	
6.10.250.1500	1	1	
6.10.250.1510	1	28	
6.10.250.1520	1	5	
6.10.250.1530	1	5	
6.10.250.1540	1	5	
6.10.250.1550	1	8	
6.10.250.1560	1	1	
6.10.250.1570	1	37	
6.10.250.1580	1	1	
6.10.250.1590	1	1	
6.10.250.1600	1	1	
6.10.250.1610	1	1	
6.10.250.1620	1	1	
6.10.250.1630	1	1	
6.10.250.1640	1	8	
6.10.250.1650	1	1	
6.10.250.1660	1	1	
6.10.250.1670	1	3	
6.10.250.1680	1	1	
6.10.250.1690	1	1	
6.10.250.1700	1	1	
6.10.250.1710	1	1	
6.10.250.1720	1	1	
6.10.250.1730	1	1	
6.10.250.1740	1	2	
6.10.250.1750	1	1	
6.10.250.1760	1	1	
6.10.250.1770	1	1	
6.10.250.1780	1	4	
6.10.250.1790	1	1	
6.10.250.1800	1	1	
6.10.250.1810	1	1	
6.10.250.1820	1	2	
6.10.250.1830	1	1	
6.10.250.1840	1	2	
6.10.250.1850	1	3	
6.10.250.1860	1	23	
6.10.250.1870	1	1	
6.10.250.1880	1	1	
6.10.250.1890	1	10	
6.10.250.1900	1	5	
6.10.250.1910	1	1	
6.10.250.1920	1	1	
6.10.250.1930	1	15	
6.10.250.1940	1	12	
6.10.250.1950	1	1	
6.10.250.1960	1	1	
6.10.250.1970	1	1	
6.10.250.1980	1	1	
6.10.250.1990	1	2	
6.10.250.2000	1	1	
6.10.250.2010	1	1	
6.10.250.2020	1	1	
6.10.250.2030	1	1	
6.10.250.2040	1	3	
6.10.250.2050	1	1	
6.10.250.2060	1	2	
6.10.250.2070	1	5	
6.10.250.2080	1	1	
6.10.250.2090	1	2	
6.10.250.2100	1	1	
6.10.250.2110	1	2	
6.10.250.2120	1	3	
6.10.250.2130	1	1	
6.10.250.2140	1	14	
6.10.250.2150	1	4	
6.10.250.2160	1	1	
6.10.250.2170	1	1	
6.10.250.2180	1	3	
6.10.250.2190	1	2	
6.10.250.2200	1	3	
6.10.250.2210	1	18	
6.10.250.2220	1	24	
6.10.250.2230	1	1	
6.10.250.2240	1	4	
6.10.250.2250	1	8	
6.10.250.2260	1	1	
6.10.250.2270	1	2	
6.10.250.2280	1	4	
6.10.250.2290	1	4	
6.10.250.2300	1	4	
6.10.250.2310	1	1	
6.10.250.2320	1	1	
6.10.250.2330	1	3	
6.10.250.2340	1	22	
6.10.250.2350	1	2	
6.10.250.2360	1	2	
6.10.250.2370	1	1	
6.10.250.2380	1	5	
6.10.250.2390	1	2	
6.10.250.2400	1	1	
6.10.250.2410	1	2	
6.10.250.2420	1	2	
6.10.250.2430	1	2	
6.10.250.2440	1	1	
6.10.250.2450	1	1	
6.10.250.2460	1	2	
6.10.250.2470	1	1	
6.10.250.2480	1	2	
6.10.250.2490	1	1	
6.10.250.2500	1	1	
6.10.250.2510	1	1	
6.10.250.2520	1	1	
6.10.250.2530	1	8	
6.10.250.2540	1	1	
6.10.250.2550	1	1	
6.10.250.2560	1	6	
6.10.250.2570	1	1	
6.10.250.2580	1	1	
6.10.250.2590	1	2	
6.10.250.2600	1	1	
6.10.250.2610	1	1	
6.10.250.2620	1	1	
6.10.250.2630	1	1	
6.10.250.2640	1	4	
6.10.250.2650	1	2	
6.10.250.2660	1	1	
6.10.250.2670	1	3	
6.10.250.2680	1	4	
6.10.250.2690	1	3	
6.10.250.2700	1	10	
6.10.250.2710	1	2	
6.10.250.2720	1	2	
6.10.250.2730	1	2	
6.10.250.2740	1	1	
6.10.250.2750	1	2	
6.10.250.2760	1	1	
6.10.250.2770	1	1	
6.10.250.2780	1	2	
6.10.250.2790	1	2	
6.10.250.2800	1	1	
6.10.250.2810	1	2	
6.10.250.2820	1	2	
6.10.250.2830	1	1	
6.10.250.2840	1	24	
6.10.250.2850	1	24	
6.10.250.2860	1	3	
6.10.250.2870	1	1	
6.10.250.2880	1	4	
6.10.250.2890	1	2	
6.10.250.2900	1	6	
6.10.250.2910	1	1	
6.10.250.2920	1	1	
6.10.250.2930	1	3	
6.10.250.2940	1	10	
6.10.250.2950	1	2	
6.10.250.2960	1	6	
6.10.250.2970	1	2	
6.10.250.2980	1	5	
6.10.250.2990	1	12	
6.10.250.3000	1	2	
6.10.250.3010	1	1	
6.10.250.3020	1	10	
6.10.250.3030	1	4	
6.10.250.3040	1	1	
6.10.250.3050	1	1	
6.10.250.3060	1	1	
6.10.250.3070	1	1	
6.10.250.3080	1	1	
6.10.250.3090	1	2	
6.10.250.3100	1	23	
6.10.250.3110	1	12	
6.10.250.3120	1	2	
6.10.250.3130	1	2	
6.10.250.3140	1	2	
6.10.250.3150	1	2	
6.10.250.3160	1	1	
6.10.250.3170	1	2	
6.10.250.3180	1	1	
6.10.250.3190	1	2	
6.10.250.3200	1	2	
6.10.250.3210	1	3	
6.10.250.3220	1	1	
6.10.250.3230	2	62	
6.10.250.3240	1	1	
6.10.250.3250	2	6	
6.10.250.3260	3	50	
6.10.250.3270	2	4	
6.10.250.3280	3	28	
6.10.250.3290	1	6	
6.10.250.3300	1	2	
6.10.250.3310	1	1	signal transducer and activator of transcription 1
6.10.250.3320	2	2	
6.10.250.3330	1	1	TccP2/EspF(U)-like
6.10.250.3340	1	1	
6.10.250.3350	1	2	
6.10.250.3360	2	8	
6.10.250.3370	1	5	
6.10.250.3380	1	2	
6.10.250.3390	3	21	
6.10.250.3400	1	1	
6.10.250.3410	1	4	DBF zinc finger
6.10.250.3420	1	2	
6.10.250.3430	1	1	
6.10.250.3440	2	4	
6.10.250.3450	2	53	
6.10.260.10	1	1	
6.10.270.10	1	2	
6.10.280.10	1	3	Mediator complex, subunit Med21 
6.10.280.20	1	8	Rotavirus non-structural protein NSP3, N-terminal domain
6.10.280.30	1	112	
6.10.280.40	1	4	
6.10.280.50	1	1	
6.10.280.60	1	4	Transcription factor p53, C-terminal domain
6.10.280.70	1	2	
6.10.280.80	1	18	NCX, peripheral helical region
6.10.280.90	1	24	
6.10.280.100	1	1	
6.10.280.110	1	2	
6.10.280.120	1	4	Growth arrest and DNA-damage-inducible proteins-interacting protein 1
6.10.280.130	1	8	
6.10.280.140	1	1	
6.10.280.150	1	2	
6.10.280.160	1	12	Mediator of RNA polymerase II transcription subunit 22
6.10.280.170	1	1	Substrate of the Dot/Icm secretion system
6.10.280.180	1	2	Plasmodium RESA, N-terminal helical domain
6.10.280.190	1	2	
6.10.280.200	1	3	
6.10.280.210	1	4	Dsl1p vesicle tethering complex, Tip20p subunit, domain A
